Títulos,Precios,M2,Planta,Baños,Habitaciones,Calefacción,AireAC,Ascensor,Enlace
Piso de 290 m² con ascensor en Ciudad Lineal ,960.000 €,290 m²,1ª Planta,4 baños,6 habs.,Calefacción,Aire acondicionado,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-trastero-zona-comunitaria-ascensor/165497569/d?from=list
Piso de 117 m² con ascensor en Chamberí ,890.000 €,117 m²,5ª Planta,2 baños,2 habs.,Calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor/165568756/d?from=list
Piso de 60 m² con terraza en Calle de Ampelido/ Latina ,145.000 €,60 m²,3ª Planta,1 baño,3 habs.,Calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-amueblado-internet/165397616/d?from=list
Piso de 84 m² con ascensor en Latina ,355.000 €,84 m²,7ª Planta,Sin información,Sin información,Calefacción,Aire acondicionado,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/165522085/d?from=list
Piso de 70 m² con ascensor en De Alcala/ Ciudad Lineal ,340.000 €,70 m²,1ª Planta,2 baños,2 habs.,Calefacción,Aire acondicionado,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/165396913/d?from=list
Piso de 168 m² con ascensor en Calle de Claudio Coello/ Barrio de Salamanca ,1.400.000 €,168 m²,1ª Planta,4 baños,5 habs.,Calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor-no-amueblado/163435864/d?from=list
Piso de 135 m² con terraza en Chamberí ,730.000 €,135 m²,4ª Planta,2 baños,4 habs.,Calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-trastero-ascensor/165446384/d?from=list
Piso de 63 m² con ascensor en Calle de Irún/ Moncloa - Aravaca ,265.000 €,63 m²,1ª Planta,1 baño,2 habs.,Calefacción,Aire acondicionado,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-ascensor/163060524/d?from=list
Piso de 245 m² con terraza en Calle Abedúl/ Chamartín ,1.350.000 €,245 m²,1ª Planta,3 baños,5 habs.,Calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-parking-jardin-terraza-trastero-zona-comunitaria-ascensor-piscina/164063289/d?from=list
Piso de 90 m² con terraza en Chamartín ,415.000 €,90 m²,2ª Planta,2 baños,3 habs.,Calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor/165300837/d?from=list
Piso de 110 m² con terraza en Sombrereria/ Centro ,430.000 €,110 m²,2ª Planta,2 baños,4 habs.,Calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-ascensor/165558155/d?from=list
Piso de 115 m² con ascensor en Oña/ Hortaleza ,395.000 €,115 m²,3ª Planta,2 baños,3 habs.,Calefacción,Aire acondicionado,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-ascensor-no-amueblado/165146818/d?from=list
Piso de 99 m² con ascensor en Calle de Sancho Dávila/ Barrio de Salamanca ,382.000 €,99 m²,1ª Planta,2 baños,3 habs.,Sin calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/165586385/d?from=list
Piso de 114 m² con terraza en Calle de Amador Valdés/ Ciudad Lineal ,230.000 €,114 m²,2ª Planta,1 baño,4 habs.,Calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza/165304690/d?from=list
Piso de 95 m² con piscina en Ciudad Lineal ,460.000 €,95 m²,7ª Planta,2 baños,2 habs.,Calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-trastero-zona-comunitaria-ascensor-piscina/165221233/d?from=list
Piso de 104 m² con terraza en Usera ,170.000 €,104 m²,1ª Planta,2 baños,3 habs.,Calefacción,Aire acondicionado,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-trastero/165540830/d?from=list
Ático de 116 m² con terraza en Calle Rufino González/ San Blas ,540.000 €,116 m²,7ª Planta,2 baños,3 habs.,Sin calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-trastero-zona-comunitaria-ascensor-parking-piscina-no-amueblado/163213235/d?from=list
Casa adosada de 267 m² con terraza en Calle Teseo/ San Blas ,950.000 €,267 m²,Sin información,3 baños,4 habs.,Calefacción,Aire acondicionado,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-jardin-terraza-trastero-patio-se-aceptan-mascotas/164753296/d?from=list
Piso de 208 m² con balcón en Calle de Galileo/ Chamberí ,1.090.000 €,208 m²,2ª Planta,2 baños,6 habs.,Sin calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/165010138/d?from=list
Piso de 202 m² con terraza en Calle de Saavedra Fajardo/ Latina ,789.000 €,202 m²,2ª Planta,2 baños,4 habs.,Calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-trastero-ascensor/165160799/d?from=list
Piso de 151 m² con ascensor en Garcia Paredes/ Chamberí ,895.000 €,151 m²,3ª Planta,3 baños,3 habs.,Calefacción,Aire acondicionado,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/160836830/d?from=list
Piso de 178 m² con ascensor en Calle de Zurbano/ Chamberí ,1.250.000 €,178 m²,1ª Planta,2 baños,3 habs.,Sin calefacción,Aire acondicionado,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-ascensor/164750649/d?from=list
Sin título,Sin información,Sin información,Sin información,Sin información,Sin información,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.eshttps://track.adform.net/C/?bn=56498395
Piso de 145 m² con ascensor en Calle de Andrés Mellado/ Chamberí ,680.000 €,145 m²,1ª Planta,3 baños,3 habs.,Calefacción,Aire acondicionado,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/164708925/d?from=list
Piso de 139 m² con terraza en Ciudad Lineal ,580.000 €,139 m²,14ª Planta,2 baños,2 habs.,Sin calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-zona-comunitaria-ascensor-amueblado-parking-piscina/165298366/d?from=list
Piso de 155 m² con piscina en Ciudad Lineal ,715.000 €,155 m²,2ª Planta,2 baños,4 habs.,Calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-zona-comunitaria-ascensor-piscina/165148019/d?from=list
Piso de 89 m² con ascensor en Calle de Alonso Castrillo/ Tetuán ,369.000 €,89 m²,1ª Planta,1 baño,2 habs.,Calefacción,Aire acondicionado,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/165536789/d?from=list
Piso de 40 m² con ascensor en Tetuan/ Centro ,260.000 €,40 m²,Sin información,1 baño,1 hab.,Calefacción,Aire acondicionado,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/165370668/d?from=list
Piso de 101 m² con terraza en Calle de Sombrerería/ Centro ,430.000 €,101 m²,2ª Planta,2 baños,4 habs.,Calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-ascensor/165492906/d?from=list
Piso de 65 m² con 1 baño en Calle de Navascués/ Usera ,134.000 €,65 m²,1ª Planta,1 baño,2 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/san-fermin/165554381/d?from=list
Piso de 50 m² con ascensor en Calle de la Esperanza/ Centro ,257.000 €,50 m²,Bajos,1 baño,1 hab.,Calefacción,Aire acondicionado,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-jardin-ascensor-patio-amueblado-television/165499635/d?from=list
Piso de 185 m² con terraza en Chamartín ,890.000 €,185 m²,1ª Planta,3 baños,4 habs.,Calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-parking-terraza-trastero-ascensor/165395929/d?from=list
Piso de 92 m² con terraza en Calle de Marcelino Roa Vázquez/ Ciudad Lineal ,175.000 €,92 m²,3ª Planta,1 baño,3 habs.,Calefacción,Aire acondicionado,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-no-amueblado/165272781/d?from=list
Piso en Encarnacion Oviol/ 63/ Villaverde ,125.500 €,69 m²,2ª Planta,1 baño,2 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/los-rosales/164984512/d?from=list
Piso de 97 m² con terraza en Del Amparo/ Centro ,430.000 €,97 m²,2ª Planta,2 baños,2 habs.,Sin calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-ascensor/162035790/d?from=list
Piso de 106 m² con terraza en Calle de Galileo/ Chamberí ,660.000 €,106 m²,1ª Planta,2 baños,2 habs.,Calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor/164666817/d?from=list
Piso de 232 m² con terraza en Calle de O'donnell/ Barrio de Salamanca ,1.295.000 €,232 m²,1ª Planta,2 baños,3 habs.,Calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-trastero-ascensor/163857114/d?from=list
Piso de 303 m² con terraza en Calle de Santa Engracia/ Chamberí ,1.250.000 €,303 m²,2ª Planta,3 baños,5 habs.,Sin calefacción,Aire acondicionado,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-terraza-trastero/163568450/d?from=list
Piso de 96 m² con balcón en Calle del Amparo/ Centro ,399.000 €,96 m²,2ª Planta,1 baño,3 habs.,Sin calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/162525214/d?from=list
Piso de 93 m² con terraza en Carabanchel ,225.000 €,93 m²,3ª Planta,1 baño,3 habs.,Calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-zona-comunitaria-ascensor-piscina/165281780/d?from=list
Piso de 163 m² con piscina en Ciudad Lineal ,725.000 €,163 m²,13ª Planta,2 baños,4 habs.,Sin calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-zona-comunitaria-ascensor-piscina/165604738/d?from=list
Piso de 71 m² con balcón en Barajas ,170.500 €,71 m²,2ª Planta,1 baño,3 habs.,Calefacción,Aire acondicionado,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-zona-comunitaria/165586955/d?from=list
Piso de 84 m² con ascensor en Barrio de Salamanca ,430.000 €,84 m²,6ª Planta,2 baños,3 habs.,Calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-trastero-ascensor/163201508/d?from=list
Piso en Calle de Juan Bravo/ 46/ Barrio de Salamanca ,745.000 €,129 m²,4ª Planta,2 baños,2 habs.,Calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor/165167312/d?from=list
Loft de 59 m² con ascensor en Paseo de Santa María de la Cabeza/ Arganzuela ,135.000 €,59 m²,Bajos,1 baño,2 habs.,Sin calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/165300394/d?from=list
Piso de 131 m² con terraza en Doctor Esquerdo/ Retiro ,690.000 €,131 m²,Sin información,2 baños,4 habs.,Calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-ascensor-parking-no-amueblado/165429534/d?from=list
Piso de 243 m² con terraza en Chamartín ,1.600.000 €,243 m²,9ª Planta,4 baños,5 habs.,Sin calefacción,Aire acondicionado,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-terraza-trastero-ascensor/165411425/d?from=list
Ático de 135 m² con terraza en Barrio de Salamanca ,710.000 €,135 m²,4ª Planta,2 baños,2 habs.,Calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-trastero-ascensor/164328579/d?from=list
Piso de 119 m² con ascensor en Retiro ,555.000 €,119 m²,4ª Planta,2 baños,3 habs.,Calefacción,Aire acondicionado,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-ascensor-no-amueblado/165298221/d?from=list
Apartamento de 78 m² con ascensor en San Blas ,235.000 €,78 m²,Bajos,1 baño,1 hab.,Calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-parking-jardin-zona-comunitaria-ascensor-piscina/164274017/d?from=list
Piso de 159 m² con ascensor en Calle de Los Tudescos/ Centro ,859.000 €,159 m²,2ª Planta,5 baños,5 habs.,Calefacción,Aire acondicionado,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/163182227/d?from=list
Piso de 97 m² con 2 baños en Calle del General Pardiñas/ Barrio de Salamanca ,825.000 €,97 m²,5ª Planta,2 baños,2 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/goya/165618231/d?from=list
Piso de 73 m² con terraza en De Navalmoral de la Mata/ Latina ,174.900 €,73 m²,7ª Planta,1 baño,3 habs.,Sin calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor/164742073/d?from=list
Sin título,Sin información,Sin información,Sin información,Sin información,Sin información,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.eshttps://track.adform.net/C/?bn=56498395
Piso de 98 m² con terraza en Calle de la Cruz del Sur/ Retiro ,430.000 €,98 m²,1ª Planta,2 baños,3 habs.,Calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza/165570704/d?from=list
Piso de 160 m² con terraza en Glorieta del Puente de Segovia/ Latina ,849.000 €,160 m²,15ª Planta,2 baños,4 habs.,Sin calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/terraza-ascensor/165340400/d?from=list
Piso de 75 m² con ascensor en Del Padre Piquer/ Latina ,195.000 €,75 m²,5ª Planta,1 baño,3 habs.,Calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-ascensor-parking/165494816/d?from=list
Piso de 220 m² con terraza en Barrio de Salamanca ,1.195.000 €,220 m²,5ª Planta,3 baños,5 habs.,Calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-parking-terraza-trastero-ascensor-no-amueblado/164864056/d?from=list
Piso de 77 m² con piscina en Chamartín ,500.000 €,77 m²,8ª Planta,1 baño,1 hab.,Calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-ascensor-piscina/165444941/d?from=list
Piso de 124 m² con terraza en Plaza de la Cebada/ Centro ,610.000 €,124 m²,1ª Planta,2 baños,3 habs.,Calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor/165310462/d?from=list
Piso de 99 m² con terraza en Ciudad Lineal ,420.000 €,99 m²,7ª Planta,2 baños,2 habs.,Calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-parking-jardin-terraza-ascensor/163624629/d?from=list
Piso de 95 m² con balcón en Avenida del Ventisquero de la Condesa/ Fuencarral - El Pardo ,530.000 €,95 m²,4ª Planta,2 baños,3 habs.,Calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-trastero-zona-comunitaria-ascensor-piscina/165314466/d?from=list
Piso en De Lagasca/ 74/ Barrio de Salamanca ,975.000 €,113 m²,5ª Planta,2 baños,4 habs.,Calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor/165128474/d?from=list
Piso de 342 m² con ascensor en Barrio de Salamanca ,3.400.000 €,342 m²,4ª Planta,3 baños,5 habs.,Calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-parking-trastero-ascensor-no-amueblado/162126353/d?from=list
Piso de 84 m² con ascensor en Centro ,517.000 €,84 m²,2ª Planta,1 baño,2 habs.,Calefacción,Aire acondicionado,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/162797559/d?from=list
Piso de 238 m² con ascensor en Calle de Juan Bravo/ Barrio de Salamanca ,1.810.000 €,238 m²,5ª Planta,3 baños,4 habs.,Calefacción,Aire acondicionado,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-internet/162779087/d?from=list
Piso de 97 m² con ascensor en Calderon/ Barajas ,335.000 €,97 m²,3ª Planta,2 baños,3 habs.,Calefacción,Aire acondicionado,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-ascensor/164653991/d?from=list
Piso de 118 m² con terraza en Soto Hidalgo/ Barajas ,487.000 €,118 m²,6ª Planta,2 baños,4 habs.,Calefacción,Sin AC,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-ascensor-piscina/165041596/d?from=list
Piso de 29 m² con ascensor en Bravo Murillo/ Tetuán ,165.000 €,29 m²,Sin información,1 baño,1 hab.,Calefacción,Aire acondicionado,Ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/164061695/d?from=list
Piso de 48 m² con 1 baño en Isla de Lanzarote/ Fuencarral - El Pardo ,123.000 €,48 m²,Bajos,1 baño,2 habs.,Sin calefacción,Sin AC,Sin ascensor,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/tres-olivos-valverde/164163733/d?from=list
